Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,States,Counties
2020,WV,West Virginia,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,79.7,,,78.5,80.9,28453,54035,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-81.6777168 38.8342339),42,2830
2019,WV,West Virginia,Jackson,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.5,,,31.5,33.6,28453,54035,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.8,,,34.8,38.6,28453,54035,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,15.8,,,10.4,21.5,28453,54035,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,9.8,,,8.8,10.8,28453,54035,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,17.1,,,15.7,18.3,28453,54035,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-81.6777168 38.8342339),42,2830
2019,WV,West Virginia,Jackson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,61.5,,,60.1,62.8,28453,54035,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,36.2,,,28.6,43.7,28453,54035,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,26.6,,,25.2,28.1,28453,54035,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,51.7,,,42.5,60.5,28453,54035,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-81.6777168 38.8342339),42,2830
2019,WV,West Virginia,Jackson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,44.3,,,42.7,45.9,28453,54035,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.3,,,18.3,24.2,28453,54035,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,11.7,,,11.1,12.3,28453,54035,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,70.5,,,67.0,73.9,28453,54035,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,39.4,,,37.3,41.2,28453,54035,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.7,,,3.4,4.0,28453,54035,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83,,,80.4,85.6,28453,54035,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,16.8,,,11.5,22.5,28453,54035,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,71.1,,,65.9,75.9,28453,54035,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,56,,,51.8,60.4,28453,54035,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-81.6777168 38.8342339),42,2830
2020,WV,West Virginia,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,11.1,,,8.9,13.5,28453,54035,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-81.6777168 38.8342339),42,2830
2020,TX,Texas,Jackson,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,39.3,,,32.2,47.1,14854,48239,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.2,,,8.8,9.7,14854,48239,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,31.2,,,27.8,34.6,14854,48239,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,52.1,,,48.8,55.4,14854,48239,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,18.8,,,18.2,19.5,14854,48239,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,35.9,,,34.5,37.4,14854,48239,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-96.58908 28.9598019),23,2074
2019,TX,Texas,Jackson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,34,,,33.0,35.0,14854,48239,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,11.7,,,11.0,12.4,14854,48239,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-96.58908 28.9598019),23,2074
2019,TX,Texas,Jackson,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,36.1,,,35.2,37.1,14854,48239,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,28.1,,,25.8,30.4,14854,48239,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,66.7,,,64.2,69.4,14854,48239,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.9,,,33.6,36.2,14854,48239,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,18.4,,,16.6,20.3,14854,48239,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,72.5,,,71.5,73.4,14854,48239,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-96.58908 28.9598019),23,2074
2019,TX,Texas,Jackson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,75.3,,,74.4,76.2,14854,48239,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,34.3,,,27.9,41.2,14854,48239,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.3,,,8.9,9.8,14854,48239,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,52.7,,,49.6,56.0,14854,48239,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,69,,,65.0,72.4,14854,48239,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,30.4,,,27.2,33.7,14854,48239,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.9,6.9,14854,48239,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.1,,,15.1,17.1,14854,48239,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-96.58908 28.9598019),23,2074
2019,TX,Texas,Jackson,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31.6,,,30.8,32.4,14854,48239,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.9,,,13.1,14.7,14854,48239,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,16.8,,,16.3,17.4,14854,48239,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.7,,,3.3,4.1,14854,48239,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-96.58908 28.9598019),23,2074
2019,TX,Texas,Jackson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,83,,,81.6,84.3,14854,48239,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,8.2,,,7.2,9.3,14854,48239,HLTHOUT,COPD,CrdPrv,COPD,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,77.9,,,75.5,80.0,14854,48239,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-96.58908 28.9598019),23,2074
2019,TX,Texas,Jackson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,56.8,,,55.9,57.8,14854,48239,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3,,,2.7,3.3,14854,48239,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.5,,,3.3,3.8,14854,48239,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,35,,,28.6,42.0,14854,48239,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.7,,,10.8,12.7,14854,48239,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,5.3,5.8,14854,48239,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,8.2,,,7.5,8.8,14854,48239,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,68.4,,,64.5,71.9,14854,48239,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-96.58908 28.9598019),23,2074
2019,TX,Texas,Jackson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,84.1,,,82.9,85.3,14854,48239,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,22.1,,,21.0,23.2,14854,48239,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.7,,,11.7,13.9,14854,48239,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,22,,,21.0,23.0,14854,48239,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.9,,,6.0,7.7,14854,48239,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,13.1,,,9.1,17.3,14854,48239,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,78.6,,,76.3,80.7,14854,48239,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7,,,6.7,7.4,14854,48239,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.8,3.1,14854,48239,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.1,,,14.2,16.0,14854,48239,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,18.4,,,16.1,20.6,14854,48239,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,40,,,32.8,48.0,14854,48239,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,29.3,,,26.9,31.6,14854,48239,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-96.58908 28.9598019),23,2074
2019,TX,Texas,Jackson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,36.9,,,35.9,37.9,14854,48239,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,63.6,,,60.9,66.4,14854,48239,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.3,,,34.8,37.8,14854,48239,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20,,,18.0,21.9,14854,48239,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,26.3,,,25.1,27.4,14854,48239,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,69.9,,,68.9,70.9,14854,48239,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,35.9,,,34.6,37.3,14854,48239,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.5,,,20.4,22.5,14854,48239,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,19.3,,,16.9,21.7,14854,48239,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-96.58908 28.9598019),23,2074
2020,TX,Texas,Jackson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,14.1,,,9.9,18.8,14854,48239,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-96.58908 28.9598019),23,2074
2020,TN,Tennessee,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,67.2,,,63.5,70.9,11864,47087,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-85.6741278 36.3542499),39,2010
2020,TN,Tennessee,Jackson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,36.9,,,35.2,38.6,11864,47087,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-85.6741278 36.3542499),39,2010
2020,TN,Tennessee,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,72.7,,,71.3,74.1,11864,47087,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-85.6741278 36.3542499),39,2010
2020,TN,Tennessee,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,34.4,,,26.4,42.8,11864,47087,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-85.6741278 36.3542499),39,2010
